Description,Test,Project_name,File,Label
"Hawk
generates a header then successfully parse it then validate payload
","

        var req = {
            method: 'GET',
            url: '/resource/4?filter=a',
            host: 'example.com',
            port: 8080
        };

        credentialsFunc('123456', function (err, credentials1) {

            req.authorization = Hawk.client.header('http://example.com:8080/resource/4?filter=a', req.method, { credentials: credentials1, payload: 'hola!', ext: 'some-app-data' }).field;
            Hawk.server.authenticate(req, credentialsFunc, {}, function (err, credentials2, artifacts) {

                expect(err).to.not.exist();
                expect(credentials2.user).to.equal('steve');
                expect(artifacts.ext).to.equal('some-app-data');
                expect(Hawk.server.authenticatePayload('hola!', credentials2, artifacts)).to.be.true();
                expect(Hawk.server.authenticatePayload('hello!', credentials2, artifacts)).to.be.false();
                done();
            });
        });
    
",yashnerella/reactJs-basicsJest,https://github.com/yashnerella/reactJs-basicsJest/blob/master/node_modules/hawk/test/index.js,1
"with default options
no cookie header is set on request
","
      needle.get(
        'localhost:' + ALL_COOKIES_TEST_PORT, function(err, response) {
          should.not.exist(response.req._headers.cookie);
          done();
        });
    
",DemetriusLeonardoBantim/tdd-jest,https://github.com/DemetriusLeonardoBantim/tdd-jest/blob/master/node_modules/needle/test/cookies_spec.js,1
"------------------------------- PUT ROUTE-------------------------------
[ PUT  ] should update student name
","
    await request(server).post('/api/students/').send({
      name: 'mikko',
      cohort: 'web16',
    });
    await request(server).put('/api/students/3').send({
      name: 'new name',
    });
    const response = await request(server).get('/api/students/3');
    expect(response.body.name).toBe('new name');
  
",john2796/Server-Testing-jb,https://github.com/john2796/Server-Testing-jb/blob/master/students/student.test.js,1
"Gameboard: receiveAttack() (Check if attack is valid)
Ship with 1 length is sunk after 1 attack received
","
    const newGameboard = Gameboard(0, 8);
    const newShip = Ship(0, 1, [], false, 'horizontal');
    newGameboard.placeShip(newShip, [1, 3]);
    newGameboard.receiveAttack([1, 3]);
    expect(newShip.isSunk()).toBe(true);
    expect(newGameboard.grid[1][3]).toBe('S');
  
",martink-rsa/Battleships,https://github.com/martink-rsa/Battleships/blob/master/src/specs/gameboard.test.js,1
"proxies cookie
set cookie
","
    proxyServer = proxyTarget(12346, 100, proxyRouteFn);
    app = express();
    app.use(proxy('localhost:12346'));
  

    request(app)
      .get('/cookieTest')
      .set('Cookie', 'myApp-token=12345667')
      .end(function(err, res) {
        var cookiesMatch = res.headers['set-cookie'].filter(function(item) {
          return item.match(/myApp-token=12345667/);
        });
        assert(cookiesMatch);
        done(err);
      });
  

    proxyServer.close();
  
",Puritanic/React-Advanced-Concepts,https://github.com/Puritanic/React-Advanced-Concepts/blob/master/server-side-rendering/server/node_modules/express-http-proxy/test/cookies.js,1
"HAS_POSITIVE_NUMERIC_VALUE attrs
passes negated when attribute exists but has value `""0""`
","
        expect(wrapper.find('tr')).to.not.have.attr('size')
      
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/attr.test.js,1
"unauthorized()
returns a WWW-Authenticate header when passed a scheme
","

        var err = Boom.unauthorized('boom', 'Test');
        expect(err.output.statusCode).to.equal(401);
        expect(err.output.headers['WWW-Authenticate']).to.equal('Test error=""boom""');
        done();
    
",JamieDixon/jest-tester,https://github.com/JamieDixon/jest-tester/blob/master/webapp/node_modules/boom/test/index.js,1
"when username/password are included in URL
sends Authorization header
","
      needle.get('foobar:jakub@localhost:' + port, opts, function(err, resp) {
        var sent_headers = resp.body.headers;
        Object.keys(sent_headers).should.containEql('authorization');
        done();
      })
    
",SidiOuld/Testing-With-Jest,https://github.com/SidiOuld/Testing-With-Jest/blob/master/node_modules/needle/test/basic_auth_spec.js,1
"valueType
returns calc from calc(100px * 2)
","
    let input = 'calc(100px * 2)';
    let output = parsers.valueType(input);

    expect(output).toEqual(parsers.TYPES.CALC);
  
",buraktelli/Backend-and-Test,https://github.com/buraktelli/Backend-and-Test/blob/master/node_modules/cssstyle/lib/parsers.test.js,1
"Plus Minus
should return [""1.000000"",""0.000000"",""0.000000""] when arr is [1,1,1,1]
","
    expect(plusMinus([1, 1, 1, 1])).toEqual(['1.000000', '0.000000', '0.000000']);
  
",YannickLeRoux/tdd-katas-typescript,https://github.com/YannickLeRoux/tdd-katas-typescript/blob/master/plus-minus/src/plus-minus.test.js,1
"middleware compatibility
should stringify req.body when it is a json body so it is written to proxy request
","
    proxyServer = proxyTarget(12346, 100, proxyRouteFn);
  

    var app = express();
    app.use(bodyParser.json());
    app.use(bodyParser.urlencoded({
      extended: false
    }));
    app.use(proxy('localhost:12346'));
    request(app)
      .post('/poster')
      .send({
        mypost: 'hello',
        doorknob: 'wrect'
      })
      .expect(function(res) {
        assert.equal(res.body.doorknob, 'wrect');
        assert.equal(res.body.mypost, 'hello');
      })
      .end(done);
  

    proxyServer.close();
  
",Puritanic/React-Advanced-Concepts,https://github.com/Puritanic/React-Advanced-Concepts/blob/master/server-side-rendering/server/node_modules/express-http-proxy/test/middlewareCompatibility.js,1
"core
should generate a header protocol example (with payload)
","

            var header = Hawk.client.header('http://example.com:8000/resource/1?b=1&a=2', 'POST', payloadOptions).field;

            expect(header).to.equal('Hawk id=""dh37fgj492je"", ts=""1353832234"", nonce=""j4h3g2"", hash=""Yi9LfIIFRtBEPt74PVmbTF/xVAwPn7ub15ePICfgnuY="", ext=""some-app-ext-data"", mac=""aSe1DERmZuRl3pI36/9BdZmnErTw3sNzOOAUlfeKjVw=""');
            done();
        
",lammypham/front-end-testing,https://github.com/lammypham/front-end-testing/blob/master/node_modules/fsevents/node_modules/hawk/test/readme.js,1
"authenticate()
errors on invalid credentials (id)
","

            var req = {
                method: 'GET',
                url: '/resource/4?filter=a',
                host: 'example.com',
                port: 8080,
                authorization: 'Hawk id=""123"", ts=""1353788437"", nonce=""k3j4h2"", mac=""/qwS4UjfVWMcUyW6EEgUH4jlr7T/wuKe3dKijvTvSos="", ext=""hello""'
            };

            var credentialsFuncion = function (id, callback) {

                var credentials = {
                    key: 'werxhqb98rpaxn39848xrunpaw3489ruxnpa98w4rxn',
                    user: 'steve'
                };

                return callback(null, credentials);
            };

            Hawk.server.authenticate(req, credentialsFuncion, { localtimeOffsetMsec: 1353788437000 - Hawk.utils.now() }, function (err, credentials, artifacts) {

                expect(err).to.exist();
                expect(err.message).to.equal('Invalid credentials');
                expect(err.output.payload.message).to.equal('An internal server error occurred');
                done();
            });
        
",tmtarpinian/jest_introduction,https://github.com/tmtarpinian/jest_introduction/blob/master/node_modules/hawk/test/server.js,1
"getSecretWord action creator
adds response word to state
","
    moxios.install();
  

    const secretWord = ""party"";
    const store = storeFactory();

    moxios.wait(() => {
      const request = moxios.requests.mostRecent();
      request.respondWith({
        status: 200,
        response: secretWord
      });
    });

    return store.dispatch(getSecretWord()).then(() => {
      const newState = store.getState();
      expect(newState.secretWord).toBe(secretWord);
    });
  

    moxios.uninstall();
  
",alexsjcho/jotto-react-jest-enyzme-testing,https://github.com/alexsjcho/jotto-react-jest-enyzme-testing/blob/master/src/actions/index.test.js,1
"accept
should not throw and return true if file is empty or null
","
    expect(() => {
      accept({})
      accept({}, 'text/html')
      accept({}, '*.png')
      accept({}, 'image/*')

      accept(null)
      accept(null, 'text/html')
      accept(null, '*.png')
      accept(null, 'image/*')
    }).toNotThrow()
  
",jackyyap/jestecmern,https://github.com/jackyyap/jestecmern/blob/master/backend/node_modules/attr-accept/test/index.js,1
"onLinksUpdated function
should not pass when source diamond and target default ports are both out ports
","
      jest.useFakeTimers();
      const { component } = setup(false, false);
      const { showWarning, updateLoading } = component.props();
      const instance = component.dive().instance();
      const sourcePort = new DiamondPortModel('top', false, '');
      const targetPort = new DefaultDataPortModel(false, '');
      instance.onLinksUpdated({
        link: { sourcePort, targetPort }
      });
      expect(showWarning).toHaveBeenCalledTimes(1);
      expect(updateLoading).toHaveBeenCalledWith(false);
      expect(setTimeout).not.toHaveBeenCalled();
    
",Sean2108/LATTE,https://github.com/Sean2108/LATTE/blob/master/test/components/BuildDiagram.spec.js,1
"nonNegativeInteger
fails on negative numbers
","
    assertFails(_.nonNegativeInteger, /*#__PURE__*/_react[""default""].createElement(""div"", {
      a: -1
    }), 'a');
    assertFails(_.nonNegativeInteger, /*#__PURE__*/_react[""default""].createElement(""div"", {
      a: -42
    }), 'a');
  
",Sunnypahuja/jest-enzyme,https://github.com/Sunnypahuja/jest-enzyme/blob/master/node_modules/airbnb-prop-types/build-test/nonNegativeInteger.js,1
"valueType
returns color for rgba(n, n, n, n) with decimal alpha
","
    let input = 'rgba(10, 10, 10, 0.5)';
    let output = parsers.valueType(input);

    expect(output).toEqual(parsers.TYPES.COLOR);
  
",rmoramo1/Unit-Test-With-Jest,https://github.com/rmoramo1/Unit-Test-With-Jest/blob/master/node_modules/cssstyle/lib/parsers.test.js,1
"nodeIsSufficient(node)
returns false if node text length < 100 chars
","
      const $ = cheerio.load(HTML.tooShort);
      const sufficient = nodeIsSufficient($.root());
      assert.equal(sufficient, false);
    
",postlight/mercury-parser,https://github.com/postlight/mercury-parser/blob/master/src/utils/dom/node-is-sufficient.test.js,1
"runAllTimers
only runs a setTimeout callback once (ever)
","
      const global = {process};
      const timers = new FakeTimers(global, moduleMocker);
      timers.useFakeTimers();

      const fn = jest.genMockFn();
      global.setTimeout(fn, 0);
      expect(fn.mock.calls.length).toBe(0);

      timers.runAllTimers();
      expect(fn.mock.calls.length).toBe(1);

      timers.runAllTimers();
      expect(fn.mock.calls.length).toBe(1);
    
",git-palace/jest,https://github.com/git-palace/jest/blob/master/packages/jest-util/src/__tests__/FakeTimers-test.js,1
"subnet() method with mask length 31
should compute ipv4 network's last address
","
      assert.equal(ipv4Subnet.lastAddress, '192.168.1.135');
    
",ferdiemcdaniel/simple-jest-enzyme,https://github.com/ferdiemcdaniel/simple-jest-enzyme/blob/master/node_modules/ip/test/api-test.js,1
"`guessWord` action creator
`guessWord` was called once
","
    // create a mock function for `getSecretWord`
    guessWordMock = jest.fn();

    // set up Input, with guessWordMock as a prop
    wrapper = shallow(<UnconnectedInput guessWord={guessWordMock} />);

    // simulate the input
    wrapper.instance().inputBox.current = { value: guessedWord };

    // simulate click on submit button
    const submit = findByTestAttr(wrapper, ""submit-button"");
    submit.simulate(""click"", { preventDefault() {} });
  

    const guessWordCallCount = guessWordMock.mock.calls.length;
    expect(guessWordCallCount).toBe(1);
  
",alexsjcho/jotto-react-jest-enyzme-testing,https://github.com/alexsjcho/jotto-react-jest-enyzme-testing/blob/master/src/Input.test.js,1
"mediaQueries
should have an ""s"" breakpoint
","
    const Div = styled.div`
      ${mq.s`content: ""test"";`};
    `;
    const renderedComponent = shallow(<Div />);
    expect(toJson(renderedComponent)).toMatchSnapshot();
  
",Mensae/portfolio-react-boilerplate,https://github.com/Mensae/portfolio-react-boilerplate/blob/master/app/styles/templates/tests/mediaQueries.test.js,1
"ComputerAI: getAlignmentAttack (Get the correct positions of the end points of ship parts discovered)
Attack is made south/bottom of the ship
","
    const size = 8;
    const newGameboardPlayer = Gameboard(0, size);
    const computerAI = ComputerAI(0);
    newGameboardPlayer.grid[2][3] = 'X';
    newGameboardPlayer.grid[3][3] = 'H';
    newGameboardPlayer.grid[4][3] = 'H';
    newGameboardPlayer.grid[5][3] = 'H';
    const alignmentObj = computerAI.getAlignment(newGameboardPlayer);
    const alignmentCoords = computerAI.getAlignmentAttack(
      newGameboardPlayer,
      alignmentObj[0],
      alignmentObj[1],
      alignmentObj[2],
    );
    expect(alignmentCoords).toStrictEqual([6, 3]);
  
",martink-rsa/Battleships,https://github.com/martink-rsa/Battleships/blob/master/src/specs/computerAI.test.js,1
"------------------------------- DELETE ROUTE------------------------------- 
[ DELETE 200 ] should give status of 200
","
    await request(server).post('/api/students/').send({
      name: 'mikko',
      cohort: 'web16',
    });
    const response = await request(server).delete('/api/students/2');
    expect(response.status).toBe(200);
  
",john2796/Server-Testing-jb,https://github.com/john2796/Server-Testing-jb/blob/master/students/student.test.js,1
"<Benefit />
Render component benefit
","
        expect(benefit.length).toEqual(1);
    
",nkrowicki/woloxChallenge,https://github.com/nkrowicki/woloxChallenge/blob/master/src/__test__/components/Benefit.test.js,1
"when username is a valid string, and password is null
sends Authorization header
","
      needle.get('localhost:' + port, opts, function(err, resp) {
        var sent_headers = resp.body.headers;
        Object.keys(sent_headers).should.containEql('authorization');
        done();
      })
    
",lhg1995/lesson,https://github.com/lhg1995/lesson/blob/master/node_modules/_fsevents@1.2.11@fsevents/node_modules/needle/test/basic_auth_spec.js,1
"header()
returns a valid authorization header (empty payload)
","

            var credentials = {
                id: '123456',
                key: '2983d45yun89q',
                algorithm: 'sha256'
            };

            var header = Hawk.client.header('https://example.net/somewhere/over/the/rainbow', 'POST', { credentials: credentials, timestamp: 1353809207, nonce: 'Ygvqdz', payload: '', contentType: 'text/plain' }).field;
            expect(header).to.equal('Hawk id=\""123456\"", ts=\""1353809207\"", nonce=\""Ygvqdz\"", hash=\""q/t+NNAkQZNlq/aAD6PlexImwQTxwgT2MahfTa9XRLA=\"", mac=\""U5k16YEzn3UnBHKeBzsDXn067Gu3R4YaY6xOt9PYRZM=\""');
            done();
        
",swkane/redux-jest-todo,https://github.com/swkane/redux-jest-todo/blob/master/node_modules/fsevents/node_modules/hawk/test/client.js,1
"mediaQueries
should have an ""m"" breakpoint
","
    const Div = styled.div`
      ${mq.m`content: ""test"";`};
    `;
    const renderedComponent = shallow(<Div />);
    expect(toJson(renderedComponent)).toMatchSnapshot();
  
",Mensae/portfolio-react-boilerplate,https://github.com/Mensae/portfolio-react-boilerplate/blob/master/app/styles/templates/tests/mediaQueries.test.js,1
"Polygon Within
should return false if one of the points in a multipoint leave the polygon
","
      polygon = new Terraformer.Polygon([ [ [ 5, 5 ], [ 5, 15 ], [ 15, 15 ], [ 15, 5 ], [ 5, 5 ] ] ]);
    

      var ls = new Terraformer.MultiPoint([ [ 6, 6 ], [ 6, 14 ], [ 16, 16 ] ]);
      expect(ls.within(polygon)).toEqual(false);
    
",sharontheginger/LearnAcademy_jesttesting,https://github.com/sharontheginger/LearnAcademy_jesttesting/blob/master/node_modules/terraformer/spec/terraformerSpec.js,1
"integer
passes on negative numbers
","
    assertPasses((0, _.integer)(), /*#__PURE__*/_react[""default""].createElement(""div"", {
      a: -1
    }), 'a');
    assertPasses((0, _.integer)(), /*#__PURE__*/_react[""default""].createElement(""div"", {
      a: -42
    }), 'a');
  
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/airbnb-prop-types/build-test/integer.js,1
"redux properties
`getSecretWord` runs when component is mounted
","

    const getSecretWordMock = jest.fn();
    //const getSecretWordMock = getSecretWord;

    const props = {
        getSecretWord: getSecretWordMock,
        success: false,
        guessedWords: [],
    }
    
    const wrapper = shallow(<UnconnectedApp {...props} />)


    // run the lifecycle method...
    wrapper.instance().componentDidMount();

    // Did our mock function get called?
    const getSecretWordCallCount = getSecretWordMock.mock.calls.length;
    expect(getSecretWordCallCount).toBe(1);


",deepbsd/jestclass,https://github.com/deepbsd/jestclass/blob/master/jotto/src/App.test.js,1
"authenticate()
errors on an invalid authorization header format
","

            var req = {
                method: 'GET',
                url: '/resource/4?filter=a',
                host: 'example.com',
                port: 8080,
                authorization: 'Hawk'
            };

            Hawk.server.authenticate(req, credentialsFunc, { localtimeOffsetMsec: 1353788437000 - Hawk.utils.now() }, function (err, credentials, artifacts) {

                expect(err).to.exist();
                expect(err.output.payload.message).to.equal('Invalid header syntax');
                done();
            });
        
",sharontheginger/LearnAcademy_jesttesting,https://github.com/sharontheginger/LearnAcademy_jesttesting/blob/master/node_modules/hawk/test/server.js,1
"with stream option enabled
removes one state when encountering a reset
","
            const text = ['\x1b[1mthis is bold\x1b[0m, but this isn\'t', ' nor is this'];
            const result = '<b>this is bold</b>, but this isn\'t nor is this';

            return test(text, result, done, {stream: true});
        
",defikabulan/keranjang-ppl,https://github.com/defikabulan/keranjang-ppl/blob/master/node_modules/ansi-to-html/test/ansi_to_html.js,1
"getBewit()
returns a valid bewit value
","

            var credentials = {
                id: '123456',
                key: '2983d45yun89q',
                algorithm: 'sha256'
            };

            var bewit = Hawk.uri.getBewit('https://example.com/somewhere/over/the/rainbow', { credentials: credentials, ttlSec: 300, localtimeOffsetMsec: 1356420407232 - Hawk.utils.now(), ext: 'xandyandz' });
            expect(bewit).to.equal('MTIzNDU2XDEzNTY0MjA3MDdca3NjeHdOUjJ0SnBQMVQxekRMTlBiQjVVaUtJVTl0T1NKWFRVZEc3WDloOD1ceGFuZHlhbmR6');
            done();
        
",Sstobo/Jest-Testing,https://github.com/Sstobo/Jest-Testing/blob/master/node_modules/fsevents/node_modules/hawk/test/uri.js,1
"gziptarball.pipe(unpack(directory, callback))
unpacks the tarball into the directory
","
    read(__dirname + '/fixtures/packed.tar.gz').pipe(tar.unpack(__dirname + '/output/unpacked', function (err) {
      if (err) return done(err)
      assert.equal(rfile('./output/unpacked/bar.txt'), rfile('./fixtures/to-pack/bar.txt'))
      assert.equal(rfile('./output/unpacked/foo.txt'), rfile('./fixtures/to-pack/foo.txt'))
      done()
    }))
  
",jstone28/react-with-jest,https://github.com/jstone28/react-with-jest/blob/master/node_modules/fsevents/node_modules/tar-pack/test/index.js,1
"Uri
should generate a bewit then successfully authenticate it
","

        var req = {
            method: 'GET',
            url: '/resource/4?a=1&b=2',
            host: 'example.com',
            port: 80
        };

        credentialsFunc('123456', function (err, credentials1) {

            var bewit = Hawk.uri.getBewit('http://example.com/resource/4?a=1&b=2', { credentials: credentials1, ttlSec: 60 * 60 * 24 * 365 * 100, ext: 'some-app-data' });
            req.url += '&bewit=' + bewit;

            Hawk.uri.authenticate(req, credentialsFunc, {}, function (err, credentials2, attributes) {

                expect(err).to.not.exist();
                expect(credentials2.user).to.equal('steve');
                expect(attributes.ext).to.equal('some-app-data');
                done();
            });
        });
    
",kaxcode/modash-testing,https://github.com/kaxcode/modash-testing/blob/master/node_modules/fsevents/node_modules/hawk/test/uri.js,1
"integer
passes on positive numbers
","
    assertPasses((0, _.integer)(), /*#__PURE__*/_react[""default""].createElement(""div"", {
      a: 1
    }), 'a');
    assertPasses((0, _.integer)(), /*#__PURE__*/_react[""default""].createElement(""div"", {
      a: 42
    }), 'a');
  
",Sunnypahuja/jest-enzyme,https://github.com/Sunnypahuja/jest-enzyme/blob/master/node_modules/airbnb-prop-types/build-test/integer.js,1
"$unshift
only unshifts unto an array
","
      expect(update.bind(null, 1, {$unshift: 7})).toThrow(
        'update(): expected target of $unshift to be an array; got 1.'
      );
    
",xrgonzalezx/TodoJestTestDaily,https://github.com/xrgonzalezx/TodoJestTestDaily/blob/master/node_modules/immutability-helper/test.js,1
"Player: madeAttack() (Player makes attack to grid) 
Player 1 makes attacks successfully to grid #2
","
    const newPlayer1 = Player(0, 'human', 'default', 'blue');
    const newGameboard2 = Gameboard(0, 8);
    newPlayer1.makeAttack(newGameboard2, [4, 3]);
    newPlayer1.makeAttack(newGameboard2, [4, 4]);
    newPlayer1.makeAttack(newGameboard2, [4, 5]);
    newPlayer1.makeAttack(newGameboard2, [4, 6]);
    const attacks = [
      [4, 3],
      [4, 4],
      [4, 5],
      [4, 6],
    ];
    expect(newGameboard2.grid[4][3]).toBe('X');
    expect(newGameboard2.grid[4][4]).toBe('X');
    expect(newGameboard2.grid[4][5]).toBe('X');
    expect(newGameboard2.grid[4][6]).toBe('X');
    expect(newPlayer1.attacksMade).toEqual(attacks);
  
",martink-rsa/Battleships,https://github.com/martink-rsa/Battleships/blob/master/src/specs/player.test.js,1
"when username is a valid string, but no username is passed
sends Authorization header
","
      needle.get('localhost:' + port, opts, function(err, resp) {
        var sent_headers = resp.body.headers;
        Object.keys(sent_headers).should.containEql('authorization');
        done();
      })
    
",YannickLeRoux/tdd-katas-typescript,https://github.com/YannickLeRoux/tdd-katas-typescript/blob/master/arrays/rotate-left/node_modules/fsevents/node_modules/needle/test/basic_auth_spec.js,1
"with stream option enabled
removes multiple state when encountering a reset
","
            const text = ['\x1b[1mthis \x1b[9mis bold\x1b[0m, but this isn\'t', ' nor is this'];
            const result = '<b>this <strike>is bold</strike></b>, but this isn\'t nor is this';

            return test(text, result, done, {stream: true});
        
",SidiOuld/Testing-With-Jest,https://github.com/SidiOuld/Testing-With-Jest/blob/master/node_modules/ansi-to-html/test/ansi_to_html.js,1
"CSSStyleDeclaration
setting improper css to csstext should not throw
","
    var style = new CSSStyleDeclaration();
    style.cssText = 'color: ';
    expect(style.cssText).toEqual('');
    style.color = 'black';
    style.cssText = 'float: ';
    expect(style.cssText).toEqual('');
  
",ramyaAK06/Frisby-jest-apiTest,https://github.com/ramyaAK06/Frisby-jest-apiTest/blob/master/node_modules/cssstyle/lib/CSSStyleDeclaration.test.js,1
"(EnzymeSelector)
passes negated when the actual does not match the expected
","
      expect(wrapper.find('#root')).to.not.match('MyComponent')
      expect(wrapper.find('#root')).to.not.match(MyComponent)
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/match.test.js,1
"nonNegativeInteger
passes on positive numbers
","
    assertPasses(_.nonNegativeInteger, /*#__PURE__*/_react[""default""].createElement(""div"", {
      a: 1
    }), 'a');
    assertPasses(_.nonNegativeInteger, /*#__PURE__*/_react[""default""].createElement(""div"", {
      a: 42
    }), 'a');
  
",Sunnypahuja/jest-enzyme,https://github.com/Sunnypahuja/jest-enzyme/blob/master/node_modules/airbnb-prop-types/build-test/nonNegativeInteger.js,1
"subnet() method with mask length 32
should compute ipv4 network's last address
","
      assert.equal(ipv4Subnet.lastAddress, '192.168.1.134');
    
",szymonlankauf/Vue-jest,https://github.com/szymonlankauf/Vue-jest/blob/master/node_modules/ip/test/api-test.js,1
"(node)
passes negated when the actual does not match the expected
","
      expect(wrapper).to.not.contain(<User index={4} />)
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/contain.test.js,1
"HAS_BOOLEAN_VALUE attrs
converts values to empty strings
","
        expect(wrapper.find('video')).to.have.attr('itemscope', '')
        expect(wrapper.find('video')).to.have.attr('allowfullscreen', '')
      
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/attr.test.js,1
